complaint_type_x,complaint_type_y,descriptor_x,descriptor_y,incident_address
FLOORING/STAIRS,Noise - Residential,FLOOR,Banging/Pounding,4429 CARPENTER AVENUE
FLOORING/STAIRS,Noise - Residential,FLOOR,Loud Music/Party,4429 CARPENTER AVENUE
FLOORING/STAIRS,Noise - Residential,FLOOR,Loud Music/Party,4429 CARPENTER AVENUE
FLOORING/STAIRS,Noise - Residential,FLOOR,Banging/Pounding,4429 CARPENTER AVENUE
UNSANITARY CONDITION,Noise - Residential,MOLD,Banging/Pounding,4429 CARPENTER AVENUE
UNSANITARY CONDITION,Noise - Residential,MOLD,Banging/Pounding,4429 CARPENTER AVENUE
UNSANITARY CONDITION,Noise - Residential,MOLD,Loud Music/Party,4429 CARPENTER AVENUE
UNSANITARY CONDITION,Noise - Residential,MOLD,Loud Music/Party,4429 CARPENTER AVENUE
UNSANITARY CONDITION,Noise - Residential,MOLD,Banging/Pounding,4429 CARPENTER AVENUE
DOOR/WINDOW,Noise - Residential,WINDOW FRAME,Banging/Pounding,4429 CARPENTER AVENUE
DOOR/WINDOW,Noise - Residential,WINDOW FRAME,Banging/Pounding,4429 CARPENTER AVENUE
DOOR/WINDOW,Noise - Residential,WINDOW FRAME,Loud Music/Party,4429 CARPENTER AVENUE
DOOR/WINDOW,Noise - Residential,WINDOW FRAME,Loud Music/Party,4429 CARPENTER AVENUE
DOOR/WINDOW,Noise - Residential,WINDOW FRAME,Banging/Pounding,4429 CARPENTER AVENUE
PAINT/PLASTER,Noise - Residential,CEILING,Banging/Pounding,4429 CARPENTER AVENUE
PAINT/PLASTER,Noise - Residential,CEILING,Banging/Pounding,4429 CARPENTER AVENUE
PAINT/PLASTER,Noise - Residential,CEILING,Loud Music/Party,4429 CARPENTER AVENUE
PAINT/PLASTER,Noise - Residential,CEILING,Loud Music/Party,4429 CARPENTER AVENUE
PAINT/PLASTER,Noise - Residential,CEILING,Banging/Pounding,4429 CARPENTER AVENUE
HEAT/HOT WATER,Noise - Residential,APARTMENT ONLY,Banging/Pounding,4429 CARPENTER AVENUE
HEAT/HOT WATER,Noise - Residential,APARTMENT ONLY,Banging/Pounding,4429 CARPENTER AVENUE
HEAT/HOT WATER,Noise - Residential,APARTMENT ONLY,Loud Music/Party,4429 CARPENTER AVENUE
HEAT/HOT WATER,Noise - Residential,APARTMENT ONLY,Loud Music/Party,4429 CARPENTER AVENUE
HEAT/HOT WATER,Noise - Residential,APARTMENT ONLY,Banging/Pounding,4429 CARPENTER AVENUE
HEAT/HOT WATER,Noise - Residential,ENTIRE BUILDING,Banging/Pounding,4429 CARPENTER AVENUE
HEAT/HOT WATER,Noise - Residential,ENTIRE BUILDING,Banging/Pounding,4429 CARPENTER AVENUE
HEAT/HOT WATER,Noise - Residential,ENTIRE BUILDING,Loud Music/Party,4429 CARPENTER AVENUE
HEAT/HOT WATER,Noise - Residential,ENTIRE BUILDING,Loud Music/Party,4429 CARPENTER AVENUE
HEAT/HOT WATER,Noise - Residential,ENTIRE BUILDING,Banging/Pounding,4429 CARPENTER AVENUE
PAINT/PLASTER,Noise - Residential,CEILING,Banging/Pounding,4429 CARPENTER AVENUE
PAINT/PLASTER,Noise - Residential,CEILING,Banging/Pounding,4429 CARPENTER AVENUE
PAINT/PLASTER,Noise - Residential,CEILING,Loud Music/Party,4429 CARPENTER AVENUE
PAINT/PLASTER,Noise - Residential,CEILING,Loud Music/Party,4429 CARPENTER AVENUE
PAINT/PLASTER,Noise - Residential,CEILING,Banging/Pounding,4429 CARPENTER AVENUE
UNSANITARY CONDITION,Noise - Residential,MOLD,Banging/Pounding,4429 CARPENTER AVENUE
UNSANITARY CONDITION,Noise - Residential,MOLD,Banging/Pounding,4429 CARPENTER AVENUE
UNSANITARY CONDITION,Noise - Residential,MOLD,Loud Music/Party,4429 CARPENTER AVENUE
UNSANITARY CONDITION,Noise - Residential,MOLD,Loud Music/Party,4429 CARPENTER AVENUE
UNSANITARY CONDITION,Noise - Residential,MOLD,Banging/Pounding,4429 CARPENTER AVENUE
FLOORING/STAIRS,Noise - Residential,FLOOR,Banging/Pounding,4429 CARPENTER AVENUE
FLOORING/STAIRS,Noise - Residential,FLOOR,Banging/Pounding,4429 CARPENTER AVENUE
FLOORING/STAIRS,Noise - Residential,FLOOR,Loud Music/Party,4429 CARPENTER AVENUE
FLOORING/STAIRS,Noise - Residential,FLOOR,Loud Music/Party,4429 CARPENTER AVENUE
FLOORING/STAIRS,Noise - Residential,FLOOR,Banging/Pounding,4429 CARPENTER AVENUE
PLUMBING,Noise - Residential,RADIATOR,Banging/Pounding,4429 CARPENTER AVENUE
PLUMBING,Noise - Residential,RADIATOR,Banging/Pounding,4429 CARPENTER AVENUE
PLUMBING,Noise - Residential,RADIATOR,Loud Music/Party,4429 CARPENTER AVENUE
PLUMBING,Noise - Residential,RADIATOR,Loud Music/Party,4429 CARPENTER AVENUE
PLUMBING,Noise - Residential,RADIATOR,Banging/Pounding,4429 CARPENTER AVENUE
DOOR/WINDOW,Noise - Residential,DOOR,Banging/Pounding,4429 CARPENTER AVENUE
DOOR/WINDOW,Noise - Residential,DOOR,Banging/Pounding,4429 CARPENTER AVENUE
DOOR/WINDOW,Noise - Residential,DOOR,Loud Music/Party,4429 CARPENTER AVENUE
DOOR/WINDOW,Noise - Residential,DOOR,Loud Music/Party,4429 CARPENTER AVENUE
DOOR/WINDOW,Noise - Residential,DOOR,Banging/Pounding,4429 CARPENTER AVENUE
DOOR/WINDOW,Noise - Residential,WINDOW PANE,Banging/Pounding,4429 CARPENTER AVENUE
DOOR/WINDOW,Noise - Residential,WINDOW PANE,Banging/Pounding,4429 CARPENTER AVENUE
DOOR/WINDOW,Noise - Residential,WINDOW PANE,Loud Music/Party,4429 CARPENTER AVENUE
DOOR/WINDOW,Noise - Residential,WINDOW PANE,Loud Music/Party,4429 CARPENTER AVENUE
DOOR/WINDOW,Noise - Residential,WINDOW PANE,Banging/Pounding,4429 CARPENTER AVENUE
FLOORING/STAIRS,Noise - Residential,FLOOR,Banging/Pounding,4429 CARPENTER AVENUE
FLOORING/STAIRS,Noise - Residential,FLOOR,Banging/Pounding,4429 CARPENTER AVENUE
FLOORING/STAIRS,Noise - Residential,FLOOR,Loud Music/Party,4429 CARPENTER AVENUE
FLOORING/STAIRS,Noise - Residential,FLOOR,Loud Music/Party,4429 CARPENTER AVENUE
FLOORING/STAIRS,Noise - Residential,FLOOR,Banging/Pounding,4429 CARPENTER AVENUE
SAFETY,Noise - Residential,WINDOW GUARD BROKEN/MISSING,Banging/Pounding,4429 CARPENTER AVENUE
SAFETY,Noise - Residential,WINDOW GUARD BROKEN/MISSING,Banging/Pounding,4429 CARPENTER AVENUE
SAFETY,Noise - Residential,WINDOW GUARD BROKEN/MISSING,Loud Music/Party,4429 CARPENTER AVENUE
SAFETY,Noise - Residential,WINDOW GUARD BROKEN/MISSING,Loud Music/Party,4429 CARPENTER AVENUE
SAFETY,Noise - Residential,WINDOW GUARD BROKEN/MISSING,Banging/Pounding,4429 CARPENTER AVENUE
SAFETY,Noise - Residential,CARBON MONOXIDE DETECTOR,Banging/Pounding,4429 CARPENTER AVENUE
SAFETY,Noise - Residential,CARBON MONOXIDE DETECTOR,Banging/Pounding,4429 CARPENTER AVENUE
SAFETY,Noise - Residential,CARBON MONOXIDE DETECTOR,Loud Music/Party,4429 CARPENTER AVENUE
SAFETY,Noise - Residential,CARBON MONOXIDE DETECTOR,Loud Music/Party,4429 CARPENTER AVENUE
SAFETY,Noise - Residential,CARBON MONOXIDE DETECTOR,Banging/Pounding,4429 CARPENTER AVENUE
HEAT/HOT WATER,Noise - Residential,APARTMENT ONLY,Banging/Pounding,4429 CARPENTER AVENUE
HEAT/HOT WATER,Noise - Residential,APARTMENT ONLY,Banging/Pounding,4429 CARPENTER AVENUE
HEAT/HOT WATER,Noise - Residential,APARTMENT ONLY,Loud Music/Party,4429 CARPENTER AVENUE
HEAT/HOT WATER,Noise - Residential,APARTMENT ONLY,Loud Music/Party,4429 CARPENTER AVENUE
HEAT/HOT WATER,Noise - Residential,APARTMENT ONLY,Banging/Pounding,4429 CARPENTER AVENUE
HEAT/HOT WATER,Noise - Residential,APARTMENT ONLY,Banging/Pounding,279 HALSEY STREET
HEAT/HOT WATER,Noise - Residential,APARTMENT ONLY,Banging/Pounding,279 HALSEY STREET
HEAT/HOT WATER,Noise - Residential,APARTMENT ONLY,Banging/Pounding,279 HALSEY STREET
HEAT/HOT WATER,Noise - Residential,ENTIRE BUILDING,Banging/Pounding,782 PELHAM PARKWAY SOUTH
HEAT/HOT WATER,Noise - Residential,APARTMENT ONLY,Banging/Pounding,782 PELHAM PARKWAY SOUTH
HEAT/HOT WATER,Noise - Residential,APARTMENT ONLY,Banging/Pounding,782 PELHAM PARKWAY SOUTH
HEAT/HOT WATER,Noise - Residential,APARTMENT ONLY,Banging/Pounding,2670 BAINBRIDGE AVENUE
HEAT/HOT WATER,Noise - Residential,APARTMENT ONLY,Banging/Pounding,2670 BAINBRIDGE AVENUE
HEAT/HOT WATER,Noise - Residential,APARTMENT ONLY,Banging/Pounding,2670 BAINBRIDGE AVENUE
HEAT/HOT WATER,Noise - Residential,APARTMENT ONLY,Banging/Pounding,2670 BAINBRIDGE AVENUE
WATER LEAK,Noise - Residential,DAMP SPOT,Loud Music/Party,2300 OLINVILLE AVENUE
UNSANITARY CONDITION,Noise - Residential,MOLD,Loud Music/Party,2300 OLINVILLE AVENUE
GENERAL,Noise - Residential,CABINET,Loud Music/Party,2300 OLINVILLE AVENUE
ELEVATOR,Noise - Residential,MAINTENANCE,Loud Music/Party,2300 OLINVILLE AVENUE
Elevator,Noise - Residential,Elevator - Defective/Not Working,Loud Music/Party,2300 OLINVILLE AVENUE
UNSANITARY CONDITION,Noise - Residential,MOLD,Loud Music/Party,2300 OLINVILLE AVENUE
PAINT/PLASTER,Noise - Residential,WALL,Loud Music/Party,2300 OLINVILLE AVENUE
GENERAL,Noise - Residential,CABINET,Loud Music/Party,2300 OLINVILLE AVENUE
PAINT/PLASTER,Noise - Residential,WALL,Loud Music/Party,2300 OLINVILLE AVENUE
PAINT/PLASTER,Noise - Residential,CEILING,Loud Music/Party,2300 OLINVILLE AVENUE
PAINT/PLASTER,Noise - Residential,CEILING,Loud Music/Party,2300 OLINVILLE AVENUE
WATER LEAK,Noise - Residential,SLOW LEAK,Loud Music/Party,4118 CARPENTER AVENUE
WATER LEAK,Noise - Residential,SLOW LEAK,Loud Music/Party,4118 CARPENTER AVENUE
UNSANITARY CONDITION,Noise - Residential,MOLD,Loud Music/Party,4118 CARPENTER AVENUE
UNSANITARY CONDITION,Noise - Residential,MOLD,Loud Music/Party,4118 CARPENTER AVENUE
UNSANITARY CONDITION,Noise - Residential,PESTS,Loud Music/Party,1413 FULTON AVENUE
UNSANITARY CONDITION,Noise - Residential,PESTS,Loud Music/Party,1413 FULTON AVENUE
HEAT/HOT WATER,Noise - Residential,APARTMENT ONLY,Banging/Pounding,2116 DITMAS AVENUE
HEAT/HOT WATER,Noise - Residential,APARTMENT ONLY,Loud Music/Party,2116 DITMAS AVENUE
HEAT/HOT WATER,Noise - Residential,APARTMENT ONLY,Banging/Pounding,2116 DITMAS AVENUE
HEAT/HOT WATER,Noise - Residential,APARTMENT ONLY,Loud Music/Party,2116 DITMAS AVENUE
HEAT/HOT WATER,Noise - Residential,ENTIRE BUILDING,Banging/Pounding,2116 DITMAS AVENUE
HEAT/HOT WATER,Noise - Residential,ENTIRE BUILDING,Loud Music/Party,2116 DITMAS AVENUE
HEAT/HOT WATER,Noise - Residential,ENTIRE BUILDING,Banging/Pounding,2116 DITMAS AVENUE
HEAT/HOT WATER,Noise - Residential,ENTIRE BUILDING,Loud Music/Party,2116 DITMAS AVENUE
HEAT/HOT WATER,Noise - Residential,ENTIRE BUILDING,Banging/Pounding,2116 DITMAS AVENUE
HEAT/HOT WATER,Noise - Residential,ENTIRE BUILDING,Loud Music/Party,2116 DITMAS AVENUE
HEAT/HOT WATER,Noise - Residential,ENTIRE BUILDING,Banging/Pounding,2116 DITMAS AVENUE
HEAT/HOT WATER,Noise - Residential,ENTIRE BUILDING,Loud Music/Party,2116 DITMAS AVENUE
HEAT/HOT WATER,Noise - Residential,APARTMENT ONLY,Banging/Pounding,2116 DITMAS AVENUE
HEAT/HOT WATER,Noise - Residential,APARTMENT ONLY,Loud Music/Party,2116 DITMAS AVENUE
ELECTRIC,Noise - Residential,OUTLET/SWITCH,Loud Music/Party,2212 DITMAS AVENUE
ELECTRIC,Noise - Residential,OUTLET/SWITCH,Loud Music/Party,2212 DITMAS AVENUE
UNSANITARY CONDITION,Noise - Residential,GARBAGE/RECYCLING STORAGE,Loud Music/Party,1520 CARROLL STREET
HEAT/HOT WATER,Noise - Residential,ENTIRE BUILDING,Banging/Pounding,41-16 51 STREET
HEAT/HOT WATER,Noise - Residential,ENTIRE BUILDING,Banging/Pounding,41-16 51 STREET
HEAT/HOT WATER,Noise - Residential,ENTIRE BUILDING,Banging/Pounding,41-16 51 STREET
HEAT/HOT WATER,Noise - Residential,ENTIRE BUILDING,Banging/Pounding,41-16 51 STREET
HEAT/HOT WATER,Noise - Residential,ENTIRE BUILDING,Banging/Pounding,41-16 51 STREET
UNSANITARY CONDITION,Noise - Residential,GARBAGE/RECYCLING STORAGE,Loud Music/Party,2020 GRAND CONCOURSE
HEAT/HOT WATER,Noise - Residential,ENTIRE BUILDING,Banging/Pounding,30 WEST 141 STREET
HEAT/HOT WATER,Noise - Residential,ENTIRE BUILDING,Banging/Pounding,30 WEST 141 STREET
HEAT/HOT WATER,Noise - Residential,APARTMENT ONLY,Banging/Pounding,30 WEST 141 STREET
HEAT/HOT WATER,Noise - Residential,ENTIRE BUILDING,Loud Music/Party,618 WEST 136 STREET
HEAT/HOT WATER,Noise - Residential,ENTIRE BUILDING,Loud Music/Party,618 WEST 136 STREET
HEAT/HOT WATER,Noise - Residential,ENTIRE BUILDING,Loud Music/Party,618 WEST 136 STREET
HEAT/HOT WATER,Noise - Residential,ENTIRE BUILDING,Loud Music/Party,618 WEST 136 STREET
HEAT/HOT WATER,Noise - Residential,ENTIRE BUILDING,Loud Music/Party,618 WEST 136 STREET
HEAT/HOT WATER,Noise - Residential,ENTIRE BUILDING,Loud Music/Party,618 WEST 136 STREET
HEAT/HOT WATER,Noise - Residential,ENTIRE BUILDING,Loud Music/Party,618 WEST 136 STREET
HEAT/HOT WATER,Noise - Residential,ENTIRE BUILDING,Loud Music/Party,618 WEST 136 STREET
HEAT/HOT WATER,Noise - Residential,ENTIRE BUILDING,Loud Music/Party,618 WEST 136 STREET
HEAT/HOT WATER,Noise - Residential,ENTIRE BUILDING,Loud Music/Party,618 WEST 136 STREET
HEAT/HOT WATER,Noise - Residential,ENTIRE BUILDING,Loud Music/Party,618 WEST 136 STREET
HEAT/HOT WATER,Noise - Residential,ENTIRE BUILDING,Loud Music/Party,618 WEST 136 STREET
HEAT/HOT WATER,Noise - Residential,APARTMENT ONLY,Loud Music/Party,150 WEST 140 STREET
HEAT/HOT WATER,Noise - Residential,APARTMENT ONLY,Loud Music/Party,150 WEST 140 STREET
FLOORING/STAIRS,Noise - Residential,FLOOR,Loud Music/Party,150 WEST 140 STREET
FLOORING/STAIRS,Noise - Residential,FLOOR,Loud Music/Party,150 WEST 140 STREET
DOOR/WINDOW,Noise - Residential,DOOR,Loud Music/Party,1220 MORRIS AVENUE
HEAT/HOT WATER,Noise - Residential,ENTIRE BUILDING,Loud Music/Party,1220 MORRIS AVENUE
HEAT/HOT WATER,Noise - Residential,ENTIRE BUILDING,Loud Music/Party,1220 MORRIS AVENUE
HEAT/HOT WATER,Noise - Residential,ENTIRE BUILDING,Loud Music/Party,1220 MORRIS AVENUE
HEAT/HOT WATER,Noise - Residential,ENTIRE BUILDING,Loud Music/Party,1535 EAST 14 STREET
HEAT/HOT WATER,Noise - Residential,APARTMENT ONLY,Loud Music/Party,1535 EAST 14 STREET
HEAT/HOT WATER,Noise - Residential,ENTIRE BUILDING,Loud Music/Party,1535 EAST 14 STREET
HEAT/HOT WATER,Noise - Residential,ENTIRE BUILDING,Banging/Pounding,65-36 99 STREET
HEAT/HOT WATER,Noise - Residential,ENTIRE BUILDING,Loud Music/Party,1170 GERARD AVENUE
HEAT/HOT WATER,Noise - Residential,ENTIRE BUILDING,Loud Music/Party,1170 GERARD AVENUE
HEAT/HOT WATER,Noise - Residential,ENTIRE BUILDING,Loud Music/Party,1170 GERARD AVENUE
HEAT/HOT WATER,Noise - Residential,ENTIRE BUILDING,Loud Music/Party,1170 GERARD AVENUE
HEAT/HOT WATER,Noise - Residential,APARTMENT ONLY,Loud Television,1515 METROPOLITAN AVENUE
HEAT/HOT WATER,Noise - Residential,ENTIRE BUILDING,Loud Television,1515 METROPOLITAN AVENUE
HEAT/HOT WATER,Noise - Residential,ENTIRE BUILDING,Loud Television,1515 METROPOLITAN AVENUE
UNSANITARY CONDITION,Noise - Residential,MOLD,Loud Television,1515 METROPOLITAN AVENUE
PLUMBING,Noise - Residential,BASIN/SINK,Loud Television,1515 METROPOLITAN AVENUE
HEAT/HOT WATER,Noise - Residential,ENTIRE BUILDING,Loud Television,1515 METROPOLITAN AVENUE
PLUMBING,Noise - Residential,BASIN/SINK,Loud Television,1515 METROPOLITAN AVENUE
UNSANITARY CONDITION,Noise - Residential,MOLD,Loud Television,1515 METROPOLITAN AVENUE
HEAT/HOT WATER,Noise - Residential,ENTIRE BUILDING,Loud Television,1515 METROPOLITAN AVENUE
HEAT/HOT WATER,Noise - Residential,APARTMENT ONLY,Loud Music/Party,3004 HEATH AVENUE
HEAT/HOT WATER,Noise - Residential,APARTMENT ONLY,Loud Music/Party,3004 HEATH AVENUE
HEAT/HOT WATER,Noise - Residential,APARTMENT ONLY,Loud Music/Party,3004 HEATH AVENUE
HEAT/HOT WATER,Noise - Residential,APARTMENT ONLY,Loud Music/Party,3004 HEATH AVENUE
HEAT/HOT WATER,Noise - Residential,APARTMENT ONLY,Loud Music/Party,3004 HEATH AVENUE
HEAT/HOT WATER,Noise - Residential,APARTMENT ONLY,Loud Music/Party,3004 HEATH AVENUE
HEAT/HOT WATER,Noise - Residential,APARTMENT ONLY,Loud Music/Party,3004 HEATH AVENUE
HEAT/HOT WATER,Noise - Residential,APARTMENT ONLY,Loud Music/Party,3004 HEATH AVENUE
HEAT/HOT WATER,Noise - Residential,APARTMENT ONLY,Loud Music/Party,3004 HEATH AVENUE
HEAT/HOT WATER,Noise - Residential,APARTMENT ONLY,Loud Music/Party,3004 HEATH AVENUE
HEAT/HOT WATER,Noise - Residential,APARTMENT ONLY,Loud Music/Party,3004 HEATH AVENUE
HEAT/HOT WATER,Noise - Residential,APARTMENT ONLY,Loud Music/Party,3004 HEATH AVENUE
HEAT/HOT WATER,Noise - Residential,APARTMENT ONLY,Loud Music/Party,3004 HEATH AVENUE
HEAT/HOT WATER,Noise - Residential,APARTMENT ONLY,Loud Music/Party,3004 HEATH AVENUE
HEAT/HOT WATER,Noise - Residential,APARTMENT ONLY,Loud Music/Party,3004 HEATH AVENUE
HEAT/HOT WATER,Noise - Residential,APARTMENT ONLY,Loud Music/Party,3004 HEATH AVENUE
HEAT/HOT WATER,Noise - Residential,APARTMENT ONLY,Loud Music/Party,3004 HEATH AVENUE
HEAT/HOT WATER,Noise - Residential,APARTMENT ONLY,Loud Music/Party,3004 HEATH AVENUE
HEAT/HOT WATER,Noise - Residential,APARTMENT ONLY,Loud Music/Party,3004 HEATH AVENUE
HEAT/HOT WATER,Noise - Residential,APARTMENT ONLY,Loud Music/Party,3004 HEATH AVENUE
HEAT/HOT WATER,Noise - Residential,APARTMENT ONLY,Loud Music/Party,3004 HEATH AVENUE
HEAT/HOT WATER,Noise - Residential,APARTMENT ONLY,Loud Music/Party,3004 HEATH AVENUE
HEAT/HOT WATER,Noise - Residential,APARTMENT ONLY,Loud Music/Party,3004 HEATH AVENUE
HEAT/HOT WATER,Noise - Residential,APARTMENT ONLY,Loud Music/Party,3004 HEATH AVENUE
HEAT/HOT WATER,Noise - Residential,APARTMENT ONLY,Loud Music/Party,3004 HEATH AVENUE
HEAT/HOT WATER,Noise - Residential,APARTMENT ONLY,Loud Music/Party,3004 HEATH AVENUE
HEAT/HOT WATER,Noise - Residential,APARTMENT ONLY,Loud Music/Party,3004 HEATH AVENUE
HEAT/HOT WATER,Noise - Residential,APARTMENT ONLY,Loud Music/Party,3004 HEATH AVENUE
HEAT/HOT WATER,Noise - Residential,APARTMENT ONLY,Loud Music/Party,3004 HEATH AVENUE
HEAT/HOT WATER,Noise - Residential,APARTMENT ONLY,Loud Music/Party,3004 HEATH AVENUE
HEAT/HOT WATER,Noise - Residential,APARTMENT ONLY,Loud Music/Party,3004 HEATH AVENUE
HEAT/HOT WATER,Noise - Residential,APARTMENT ONLY,Loud Music/Party,3004 HEATH AVENUE
UNSANITARY CONDITION,Noise - Residential,MOLD,Banging/Pounding,41-00 43 AVENUE
UNSANITARY CONDITION,Noise - Residential,MOLD,Banging/Pounding,41-00 43 AVENUE
SAFETY,Noise - Residential,FIRE ESCAPE,Loud Music/Party,1730 MONTGOMERY AVENUE
SAFETY,Noise - Residential,FIRE ESCAPE,Loud Music/Party,1730 MONTGOMERY AVENUE
PLUMBING,Noise - Residential,BATHTUB/SHOWER,Loud Music/Party,1730 MONTGOMERY AVENUE
PLUMBING,Noise - Residential,BATHTUB/SHOWER,Loud Music/Party,1730 MONTGOMERY AVENUE
General Construction/Plumbing,Noise - Residential,Egress - Doors Locked/Blocked/Improper/No Secondary Means,Loud Music/Party,1730 MONTGOMERY AVENUE
General Construction/Plumbing,Noise - Residential,Egress - Doors Locked/Blocked/Improper/No Secondary Means,Loud Music/Party,1730 MONTGOMERY AVENUE
HEAT/HOT WATER,Noise - Residential,ENTIRE BUILDING,Loud Music/Party,1730 MONTGOMERY AVENUE
HEAT/HOT WATER,Noise - Residential,ENTIRE BUILDING,Loud Music/Party,1730 MONTGOMERY AVENUE
HEAT/HOT WATER,Noise - Residential,APARTMENT ONLY,Loud Music/Party,1730 MONTGOMERY AVENUE
HEAT/HOT WATER,Noise - Residential,APARTMENT ONLY,Loud Music/Party,1730 MONTGOMERY AVENUE
ELECTRIC,Noise - Residential,POWER OUTAGE,Loud Music/Party,102-50 62 ROAD
HEAT/HOT WATER,Noise - Residential,ENTIRE BUILDING,Loud Music/Party,102-50 62 ROAD
FLOORING/STAIRS,Noise - Residential,FLOOR,Loud Music/Party,3045 GRAND CONCOURSE
FLOORING/STAIRS,Noise - Residential,FLOOR,Loud Music/Party,3045 GRAND CONCOURSE
DOOR/WINDOW,Noise - Residential,DOOR,Loud Music/Party,3045 GRAND CONCOURSE
DOOR/WINDOW,Noise - Residential,DOOR,Loud Music/Party,3045 GRAND CONCOURSE
GENERAL,Noise - Residential,CABINET,Loud Music/Party,3045 GRAND CONCOURSE
GENERAL,Noise - Residential,CABINET,Loud Music/Party,3045 GRAND CONCOURSE
HEAT/HOT WATER,Noise - Residential,ENTIRE BUILDING,Loud Music/Party,3045 GRAND CONCOURSE
HEAT/HOT WATER,Noise - Residential,ENTIRE BUILDING,Loud Music/Party,3045 GRAND CONCOURSE
FLOORING/STAIRS,Noise - Residential,FLOOR,Loud Music/Party,3045 GRAND CONCOURSE
FLOORING/STAIRS,Noise - Residential,FLOOR,Loud Music/Party,3045 GRAND CONCOURSE
HEAT/HOT WATER,Noise - Residential,ENTIRE BUILDING,Loud Music/Party,3045 GRAND CONCOURSE
HEAT/HOT WATER,Noise - Residential,ENTIRE BUILDING,Loud Music/Party,3045 GRAND CONCOURSE
HEAT/HOT WATER,Noise - Residential,APARTMENT ONLY,Loud Music/Party,3045 GRAND CONCOURSE
HEAT/HOT WATER,Noise - Residential,APARTMENT ONLY,Loud Music/Party,3045 GRAND CONCOURSE
PAINT/PLASTER,Noise - Residential,CEILING,Loud Music/Party,3045 GRAND CONCOURSE
PAINT/PLASTER,Noise - Residential,CEILING,Loud Music/Party,3045 GRAND CONCOURSE
HEAT/HOT WATER,Noise - Residential,APARTMENT ONLY,Banging/Pounding,1802 CROTONA AVENUE
UNSANITARY CONDITION,Noise - Residential,GARBAGE/RECYCLING STORAGE,Banging/Pounding,1802 CROTONA AVENUE
HEAT/HOT WATER,Noise - Residential,ENTIRE BUILDING,Banging/Pounding,1802 CROTONA AVENUE
UNSANITARY CONDITION,Noise - Residential,PESTS,Loud Music/Party,225 PARK HILL AVENUE
UNSANITARY CONDITION,Noise - Residential,PESTS,Banging/Pounding,225 PARK HILL AVENUE
UNSANITARY CONDITION,Noise - Residential,PESTS,Loud Music/Party,225 PARK HILL AVENUE
UNSANITARY CONDITION,Noise - Residential,PESTS,Banging/Pounding,225 PARK HILL AVENUE
PAINT/PLASTER,Noise - Residential,CEILING,Loud Music/Party,225 PARK HILL AVENUE
PAINT/PLASTER,Noise - Residential,CEILING,Banging/Pounding,225 PARK HILL AVENUE
UNSANITARY CONDITION,Noise - Residential,PESTS,Loud Music/Party,225 PARK HILL AVENUE
UNSANITARY CONDITION,Noise - Residential,PESTS,Banging/Pounding,225 PARK HILL AVENUE
PLUMBING,Noise - Residential,BASIN/SINK,Loud Music/Party,225 PARK HILL AVENUE
PLUMBING,Noise - Residential,BASIN/SINK,Banging/Pounding,225 PARK HILL AVENUE
HEAT/HOT WATER,Noise - Residential,ENTIRE BUILDING,Loud Music/Party,225 PARK HILL AVENUE
HEAT/HOT WATER,Noise - Residential,ENTIRE BUILDING,Banging/Pounding,225 PARK HILL AVENUE
APPLIANCE,Noise - Residential,ELECTRIC/GAS RANGE,Loud Music/Party,225 PARK HILL AVENUE
APPLIANCE,Noise - Residential,ELECTRIC/GAS RANGE,Banging/Pounding,225 PARK HILL AVENUE
UNSANITARY CONDITION,Noise - Residential,PESTS,Loud Music/Party,225 PARK HILL AVENUE
UNSANITARY CONDITION,Noise - Residential,PESTS,Banging/Pounding,225 PARK HILL AVENUE
UNSANITARY CONDITION,Noise - Residential,PESTS,Loud Music/Party,225 PARK HILL AVENUE
UNSANITARY CONDITION,Noise - Residential,PESTS,Banging/Pounding,225 PARK HILL AVENUE
WATER LEAK,Noise - Residential,SLOW LEAK,Banging/Pounding,3525 DECATUR AVENUE
WATER LEAK,Noise - Residential,SLOW LEAK,Loud Music/Party,3525 DECATUR AVENUE
WATER LEAK,Noise - Residential,SLOW LEAK,Banging/Pounding,3525 DECATUR AVENUE
WATER LEAK,Noise - Residential,SLOW LEAK,Loud Music/Party,3525 DECATUR AVENUE
WATER LEAK,Noise - Residential,SLOW LEAK,Banging/Pounding,3525 DECATUR AVENUE
HEAT/HOT WATER,Noise - Residential,ENTIRE BUILDING,Banging/Pounding,3525 DECATUR AVENUE
HEAT/HOT WATER,Noise - Residential,ENTIRE BUILDING,Loud Music/Party,3525 DECATUR AVENUE
HEAT/HOT WATER,Noise - Residential,ENTIRE BUILDING,Banging/Pounding,3525 DECATUR AVENUE
HEAT/HOT WATER,Noise - Residential,ENTIRE BUILDING,Loud Music/Party,3525 DECATUR AVENUE
HEAT/HOT WATER,Noise - Residential,ENTIRE BUILDING,Banging/Pounding,3525 DECATUR AVENUE
PAINT/PLASTER,Noise - Residential,CEILING,Banging/Pounding,3525 DECATUR AVENUE
